,area_type,availability,location,bath,price,bhk,sqft
5248,Super built-up  Area,Soon to be Vacated,Kadugodi,2,35.02,2,1030.0
5249,Super built-up  Area,Ready To Move,9th Phase JP Nagar,2,27.0,2,660.0
5250,Super built-up  Area,Ready To Move,Sarjapur  Road,3,95.0,3,1700.0
5252,Super built-up  Area,Soon to be Vacated,Panathur,2,62.9,2,1205.0
5258,Super built-up  Area,Soon to be Vacated,Kanakpura Road,2,89.76,2,1300.0
5259,Super built-up  Area,Ready To Move,HRBR Layout,2,78.0,2,1265.0
5260,Built-up  Area,Ready To Move,Attibele,2,42.0,2,1200.0
5266,Super built-up  Area,Soon to be Vacated,Hosakerehalli,2,41.23,2,1085.0
5270,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2,32.0,2,795.0
5272,Built-up  Area,Soon to be Vacated,Bommasandra Industrial Area,2,29.45,2,1020.0
5273,Built-up  Area,Ready To Move,Other,2,200.0,3,1475.0
5274,Plot  Area,Ready To Move,Other,3,96.25,3,1200.0
5276,Super built-up  Area,Soon to be Vacated,Kaikondrahalli,2,25.4,2,849.0
5277,Super built-up  Area,Soon to be Vacated,Kanakpura Road,3,135.0,3,1706.0
5278,Super built-up  Area,Soon to be Vacated,Yelahanka,4,180.0,4,2100.0
5281,Super built-up  Area,Ready To Move,Horamavu Agara,2,65.0,3,1265.0
5283,Super built-up  Area,Soon to be Vacated,Jalahalli,2,58.0,2,1045.0
5284,Super built-up  Area,Ready To Move,Hebbal Kempapura,4,495.0,4,3895.0
5285,Super built-up  Area,Soon to be Vacated,Rachenahalli,1,19.8,1,412.5
5286,Super built-up  Area,Soon to be Vacated,Bellandur,2,62.0,2,1100.0
5287,Super built-up  Area,Soon to be Vacated,Kudlu Gate,2,50.0,2,1113.0
5288,Super built-up  Area,Soon to be Vacated,Old Airport Road,4,208.0,4,2774.0
5289,Built-up  Area,Ready To Move,Varthur,2,60.0,2,1210.0
5290,Super built-up  Area,Ready To Move,Kogilu,1,30.84,1,700.0
5292,Super built-up  Area,Soon to be Vacated,Hoodi,2,89.0,2,1132.0
5293,Super built-up  Area,Soon to be Vacated,Hennur Road,2,104.0,2,1359.0
5294,Super built-up  Area,Ready To Move,Other,3,200.0,4,2631.0
5295,Super built-up  Area,Ready To Move,Kothanur,2,56.0,2,1145.0
5296,Built-up  Area,Ready To Move,5th Phase JP Nagar,1,30.0,1,600.0
5297,Plot  Area,Ready To Move,Laggere,1,125.0,1,1200.0
5298,Built-up  Area,Ready To Move,Other,2,60.0,2,830.0
5299,Super built-up  Area,Ready To Move,HSR Layout,2,56.0,2,1009.0
5300,Super built-up  Area,Ready To Move,Basavangudi,3,195.0,3,1800.0
5303,Super built-up  Area,Ready To Move,Electronic City,2,79.0,2,1363.0
5304,Built-up  Area,Ready To Move,Poorna Pragna Layout,2,240.0,3,1400.0
5305,Built-up  Area,Soon to be Vacated,Bommasandra Industrial Area,2,33.64,2,1165.0
5306,Built-up  Area,Ready To Move,HSR Layout,4,220.0,4,2792.0
5307,Built-up  Area,Ready To Move,Kammanahalli,1,59.0,1,700.0
5308,Super built-up  Area,Ready To Move,Kaval Byrasandra,2,42.0,2,1060.0
5309,Built-up  Area,Ready To Move,Marathahalli,2,67.0,2,1200.0
5312,Built-up  Area,Ready To Move,Sanjay nagar,2,90.0,2,1575.0
5313,Built-up  Area,Ready To Move,Rajaji Nagar,2,170.0,2,1440.0
5316,Super built-up  Area,Ready To Move,Cooke Town,3,95.0,3,1500.0
5317,Built-up  Area,Ready To Move,BTM Layout,2,81.0,3,1450.0
5318,Super built-up  Area,Ready To Move,Hosur Road,2,49.0,2,1179.0
5319,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,110.0,3,1650.0
5323,Super built-up  Area,Ready To Move,Hebbal,2,97.8,2,1349.0
5324,Built-up  Area,Ready To Move,Anjanapura,2,45.0,3,1280.0
5325,Super built-up  Area,Ready To Move,Malleshwaram,1,60.0,1,480.0
5326,Super built-up  Area,Soon to be Vacated,Whitefield,2,69.06,2,1216.0
5327,Super built-up  Area,Ready To Move,Doddakallasandra,3,115.0,3,2493.0
5328,Super built-up  Area,Ready To Move,Malleshwaram,2,120.0,2,1290.0
5334,Super built-up  Area,Soon to be Vacated,Ramagondanahalli,2,49.3,2,1235.0
5335,Built-up  Area,Ready To Move,Other,2,110.0,2,1117.0
5336,Super built-up  Area,Ready To Move,Kundalahalli,3,124.0,3,1724.0
5337,Plot  Area,Ready To Move,Jalahalli,4,90.0,4,1200.0
5338,Super built-up  Area,Ready To Move,Other,1,43.0,1,600.0
5340,Super built-up  Area,Soon to be Vacated,Whitefield,2,75.0,2,1216.0
5342,Super built-up  Area,Ready To Move,Whitefield,2,78.0,2,1355.0
5344,Super built-up  Area,Ready To Move,Sarjapur  Road,3,190.0,3,2145.0
5345,Super built-up  Area,Ready To Move,Bommanahalli,2,53.0,2,957.0
5347,Super built-up  Area,Ready To Move,Bellandur,2,59.0,2,1550.0
5349,Plot  Area,Soon to be Vacated,Kanakpura Road,3,140.0,3,2100.0
5350,Super built-up  Area,Soon to be Vacated,Bannerghatta Road,2,61.0,2,1115.0
5351,Super built-up  Area,Ready To Move,Yelahanka,3,83.0,3,1692.0
5353,Super built-up  Area,Ready To Move,Hormavu,2,69.0,3,1385.0
5354,Super built-up  Area,Ready To Move,Hosa Road,1,24.9,1,760.0
5356,Super built-up  Area,Ready To Move,Bommanahalli,2,45.0,2,910.0
5358,Super built-up  Area,Soon to be Vacated,Hennur Road,2,75.76,2,1341.0
5359,Plot  Area,Ready To Move,Other,3,70.0,3,1200.0
5361,Super built-up  Area,Ready To Move,HAL 2nd Stage,3,252.0,3,2100.0
5363,Built-up  Area,Ready To Move,Other,4,290.0,4,2675.0
5367,Super built-up  Area,Ready To Move,Rajaji Nagar,3,400.0,3,2448.0
5368,Super built-up  Area,Ready To Move,Bellandur,2,35.11,2,924.0
5369,Super built-up  Area,Soon to be Vacated,8th Phase JP Nagar,1,31.0,1,500.0
5371,Super built-up  Area,Ready To Move,Whitefield,2,77.0,2,1255.0
5372,Super built-up  Area,Soon to be Vacated,Hennur Road,2,50.0,2,1040.0
5374,Super built-up  Area,Soon to be Vacated,Varthur Road,2,19.33,2,805.5
5375,Super built-up  Area,Ready To Move,Hosur Road,2,60.0,2,950.0
5376,Super built-up  Area,Soon to be Vacated,Whitefield,2,73.0,2,1216.0
5377,Super built-up  Area,Ready To Move,HSR Layout,2,98.0,2,1300.0
5378,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2,65.0,2,1390.0
5379,Super built-up  Area,Soon to be Vacated,Yelahanka,2,52.58,2,1033.0
5381,Super built-up  Area,Ready To Move,Jalahalli,2,52.0,2,1020.0
5382,Super built-up  Area,Soon to be Vacated,Whitefield,1,34.735,1,709.0
5384,Super built-up  Area,Ready To Move,Yeshwanthpur,1,36.85,1,670.0
5386,Super built-up  Area,Ready To Move,Bannerghatta Road,2,48.0,2,1136.0
5388,Super built-up  Area,Ready To Move,KR Puram,2,30.0,2,1001.0
5390,Super built-up  Area,Ready To Move,Garudachar Palya,2,48.5,2,1060.0
5391,Super built-up  Area,Ready To Move,Sarjapur,2,44.3,2,1240.0
5392,Super built-up  Area,Ready To Move,Other,5,450.0,4,3500.0
5394,Super built-up  Area,Soon to be Vacated,Varthur,2,46.0,2,1070.0
5395,Built-up  Area,Ready To Move,Electronic City Phase II,2,65.8,2,1253.0
5398,Built-up  Area,Ready To Move,KR Puram,2,40.0,2,750.0
5400,Built-up  Area,Ready To Move,Marathahalli,2,60.0,2,1095.0
5401,Super built-up  Area,Ready To Move,Whitefield,3,100.0,3,1745.0
5406,Super built-up  Area,Ready To Move,Uttarahalli,1,45.0,2,1100.0
5407,Super built-up  Area,Ready To Move,Yelahanka New Town,2,65.0,2,1385.0
5408,Super built-up  Area,Ready To Move,Begur Road,2,45.0,2,1200.0
5409,Super built-up  Area,Ready To Move,Haralur Road,2,125.0,3,2017.0
5410,Super built-up  Area,Ready To Move,Attibele,1,10.0,1,400.0
5413,Super built-up  Area,Ready To Move,Uttarahalli,2,47.0,2,1125.0
5416,Super built-up  Area,Ready To Move,Vittasandra,2,67.4,2,1246.0
5417,Built-up  Area,Soon to be Vacated,Whitefield,4,224.0,4,3200.0
5418,Super built-up  Area,Ready To Move,Marathahalli,2,48.0,2,1060.0
5419,Super built-up  Area,Ready To Move,Bharathi Nagar,2,59.0,2,1384.0
5421,Super built-up  Area,Soon to be Vacated,Bommasandra,2,39.77,2,1005.0
5422,Plot  Area,Ready To Move,Sarakki Nagar,3,128.0,3,1200.0
5426,Super built-up  Area,Ready To Move,Kaggadasapura,1,50.0,2,1180.0
5428,Plot  Area,Soon to be Vacated,Other,2,62.0,2,1020.0
5429,Plot  Area,Ready To Move,Margondanahalli,2,35.0,2,600.0
5432,Super built-up  Area,Soon to be Vacated,Bellandur,3,100.0,3,1685.0
5434,Super built-up  Area,Ready To Move,Balagere,2,83.0,2,1210.0
5435,Super built-up  Area,Ready To Move,Kammasandra,1,25.75,2,1030.0
5437,Super built-up  Area,Soon to be Vacated,Hebbal,3,77.68,3,1255.0
5438,Super built-up  Area,Soon to be Vacated,Jakkur,3,86.0,3,1482.0
5439,Super built-up  Area,Ready To Move,Hebbal,2,108.0,2,1344.0
5442,Super built-up  Area,Ready To Move,Other,5,318.0,4,3300.0
5443,Super built-up  Area,Ready To Move,Panathur,2,85.0,2,1210.0
5444,Super built-up  Area,Soon to be Vacated,Hebbal,3,226.0,3,1320.0
5445,Super built-up  Area,Soon to be Vacated,Hosa Road,3,98.13,3,1532.0
5446,Super built-up  Area,Ready To Move,JP Nagar,2,110.0,2,1245.0
5447,Super built-up  Area,Ready To Move,Nagarbhavi,2,50.0,2,1212.0
5448,Super built-up  Area,Soon to be Vacated,Sarjapur  Road,2,65.0,2,1230.0
5450,Super built-up  Area,Ready To Move,Ramagondanahalli,3,159.0,3,2257.0
5451,Super built-up  Area,Ready To Move,Vittasandra,2,65.4,2,1246.0
5452,Super built-up  Area,Ready To Move,Gunjur,2,41.0,2,1080.0
5454,Super built-up  Area,Ready To Move,Varthur,2,85.0,3,1360.0
5455,Super built-up  Area,Ready To Move,Yelenahalli,2,47.88,2,1260.0
5456,Built-up  Area,Ready To Move,Kengeri Satellite Town,3,110.0,4,1200.0
5457,Super built-up  Area,Ready To Move,Thigalarapalya,2,104.0,2,1418.0
5458,Plot  Area,Ready To Move,Other,3,165.0,3,1200.0
5459,Super built-up  Area,Ready To Move,Kasavanhalli,2,39.0,2,950.0
5460,Super built-up  Area,Ready To Move,Nagarbhavi,2,55.0,2,1020.0
5465,Super built-up  Area,Soon to be Vacated,Electronics City Phase 1,2,69.0,2,1175.0
5466,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,40.17,2,1185.0
5470,Super built-up  Area,Ready To Move,Whitefield,1,44.9,1,825.0
5473,Super built-up  Area,Ready To Move,Other,3,223.0,3,1718.0
5474,Super built-up  Area,Ready To Move,Gottigere,2,35.0,2,1010.0
5476,Plot  Area,Ready To Move,Other,4,240.0,4,1500.0
5477,Plot  Area,Ready To Move,Rayasandra,1,16.5,1,540.0
5479,Super built-up  Area,Soon to be Vacated,Hosur Road,2,71.64,2,1194.0
5482,Super built-up  Area,Ready To Move,Electronic City,2,67.15,2,1108.0
5483,Built-up  Area,Ready To Move,Hebbal,2,451.0,4,3895.0
5487,Super built-up  Area,Ready To Move,Tumkur Road,2,33.0,2,1250.0
5488,Built-up  Area,Ready To Move,Ramamurthy Nagar,1,43.0,1,600.0
5489,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,49.27,2,1140.0
5490,Super built-up  Area,Ready To Move,Other,2,75.0,3,1200.0
5492,Super built-up  Area,Ready To Move,Bellandur,2,55.0,2,982.0
5493,Built-up  Area,Ready To Move,9th Phase JP Nagar,1,20.0,1,600.0
5495,Super built-up  Area,Ready To Move,Akshaya Nagar,2,68.8,2,1314.0
5497,Super built-up  Area,Soon to be Vacated,1st Phase JP Nagar,2,93.0,2,1077.0
5498,Built-up  Area,Ready To Move,Chandapura,4,66.165,4,1891.0
5501,Plot  Area,Ready To Move,Kengeri,3,67.0,3,1200.0
5503,Super built-up  Area,Ready To Move,Abbigere,2,41.82,2,1020.0
5506,Super built-up  Area,Soon to be Vacated,GM Palaya,2,47.0,2,1225.0
5507,Built-up  Area,Ready To Move,Thanisandra,2,61.0,3,1241.0
5508,Super built-up  Area,Ready To Move,Hennur,2,40.6,2,1041.0
5509,Super built-up  Area,Ready To Move,Bommanahalli,2,46.0,2,1050.0
5512,Super built-up  Area,Ready To Move,Dodda Nekkundi,2,45.0,2,1128.0
5514,Super built-up  Area,Soon to be Vacated,Old Madras Road,2,47.86,2,1065.0
5515,Super built-up  Area,Ready To Move,OMBR Layout,2,64.0,2,1085.0
5516,Plot  Area,Ready To Move,Vishveshwarya Layout,1,30.0,1,750.0
5517,Super built-up  Area,Ready To Move,Bellandur,2,37.28,2,981.0
5518,Carpet  Area,Soon to be Vacated,Bhoganhalli,4,129.0,4,1548.3
5519,Super built-up  Area,Ready To Move,Hebbal Kempapura,4,300.0,4,2302.0
5521,Super built-up  Area,Soon to be Vacated,Hosa Road,3,117.0,3,1525.84
5522,Super built-up  Area,Ready To Move,Begur Road,2,42.6,2,1200.0
5523,Built-up  Area,Ready To Move,Other,2,80.0,2,1030.0
5526,Built-up  Area,Ready To Move,Jigani,2,49.0,2,918.0
5527,Super built-up  Area,Soon to be Vacated,Hebbal,2,90.0,3,1255.0
5530,Super built-up  Area,Ready To Move,Indira Nagar,3,324.0,3,2700.0
5531,Built-up  Area,Soon to be Vacated,Other,2,69.0,2,1150.0
5533,Super built-up  Area,Soon to be Vacated,Hebbal,3,77.68,3,1255.0
5535,Super built-up  Area,Ready To Move,Panathur,2,82.0,2,1198.0
5536,Plot  Area,Ready To Move,Devarachikkanahalli,3,160.0,3,1200.0
5537,Built-up  Area,Ready To Move,Frazer Town,3,180.0,3,1700.0099999999998
5540,Super built-up  Area,Ready To Move,Pattandur Agrahara,2,32.0,2,797.0
5543,Super built-up  Area,Ready To Move,Thigalarapalya,4,160.0,3,2215.0
5544,Super built-up  Area,Soon to be Vacated,Kanakpura Road,1,30.0,1,525.0
5545,Super built-up  Area,Ready To Move,Bannerghatta Road,4,260.0,4,2700.0
5546,Super built-up  Area,Ready To Move,Other,2,90.0,3,1500.0
5547,Plot  Area,Ready To Move,Other,2,55.0,2,900.0
5550,Plot  Area,Ready To Move,Ramamurthy Nagar,2,57.0,2,1006.0
5551,Built-up  Area,Ready To Move,Vishveshwarya Layout,4,75.0,4,2000.0
5552,Super built-up  Area,Soon to be Vacated,Electronic City,2,65.7,2,1128.0
5554,Super built-up  Area,Ready To Move,ISRO Layout,2,68.0,3,1310.0
5555,Super built-up  Area,Ready To Move,Banashankari,2,86.0,2,1390.0
5556,Super built-up  Area,Ready To Move,Kathriguppe,2,76.45,3,1390.0
5557,Plot  Area,Ready To Move,Marathahalli,4,325.0,4,2396.0
5560,Super built-up  Area,Ready To Move,Old Madras Road,2,42.0,2,1160.0
5561,Super built-up  Area,Soon to be Vacated,Electronic City Phase II,2,33.5,2,1160.0
5562,Super built-up  Area,Ready To Move,Bannerghatta Road,2,69.0,3,1200.0
5563,Super built-up  Area,Ready To Move,Mahadevpura,2,55.0,2,1475.0
5565,Built-up  Area,Ready To Move,7th Phase JP Nagar,2,42.0,2,850.0
5566,Built-up  Area,Soon to be Vacated,Balagere,1,45.0,1,675.0
5571,Super built-up  Area,Ready To Move,Banashankari,2,70.0,2,1460.0
5572,Super built-up  Area,Ready To Move,Akshaya Nagar,3,85.0,3,1690.0
5573,Built-up  Area,Ready To Move,Indira Nagar,1,57.0,1,850.0
5575,Built-up  Area,Ready To Move,7th Phase JP Nagar,3,117.0,3,1680.0
5576,Super built-up  Area,Ready To Move,Kundalahalli,2,84.0,2,1047.0
5577,Super built-up  Area,Soon to be Vacated,8th Phase JP Nagar,2,35.0,2,1100.0
5578,Plot  Area,Ready To Move,Indira Nagar,8,600.0,8,3250.0
5579,Super built-up  Area,Ready To Move,Nagarbhavi,2,53.0,2,1120.0
5580,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,38.33,2,1095.0
5583,Built-up  Area,Ready To Move,Hosa Road,2,85.0,3,1100.0
5584,Super built-up  Area,Ready To Move,Uttarahalli,3,85.0,3,1685.0
5586,Built-up  Area,Ready To Move,Marathahalli,2,65.0,2,1050.0
5587,Super built-up  Area,Ready To Move,Bannerghatta Road,2,76.0,3,1465.0
5588,Plot  Area,Ready To Move,Kothanur,5,230.0,4,3401.0
5589,Built-up  Area,Soon to be Vacated,Electronic City,1,60.0,1,630.0
5590,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,150.0,3,1850.0
5592,Built-up  Area,Ready To Move,Other,2,225.0,4,1750.0
5594,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3,160.0,3,1760.0
5595,Super built-up  Area,Ready To Move,Rajaji Nagar,2,185.0,2,1440.0
5596,Super built-up  Area,Ready To Move,Banashankari Stage III,2,42.0,2,1200.0
5597,Built-up  Area,Ready To Move,Other,2,78.0,2,1100.0
5598,Built-up  Area,Ready To Move,Kaggadasapura,2,46.0,2,1140.0
5600,Super built-up  Area,Ready To Move,Gottigere,2,45.0,2,1410.0
5602,Plot  Area,Ready To Move,Other,2,74.0,2,1180.0
5603,Super built-up  Area,Ready To Move,Begur Road,2,42.0,2,1160.0
5604,Super built-up  Area,Ready To Move,EPIP Zone,2,86.0,2,1343.0
5605,Built-up  Area,Ready To Move,LB Shastri Nagar,2,69.0,2,1184.0
5606,Super built-up  Area,Ready To Move,Koramangala,3,300.0,3,2246.0
5608,Super built-up  Area,Ready To Move,Banashankari Stage III,2,59.0,3,1305.0
5609,Super built-up  Area,Ready To Move,Sarjapur  Road,5,280.0,4,3785.0
5613,Super built-up  Area,Ready To Move,Electronic City Phase II,2,45.0,3,975.0
5614,Super built-up  Area,Ready To Move,HSR Layout,2,46.0,2,1140.0
5615,Super built-up  Area,Soon to be Vacated,JP Nagar,2,34.56,2,1152.0
5618,Super built-up  Area,Ready To Move,Other,3,230.0,3,1800.0
5619,Super built-up  Area,Ready To Move,Marathahalli,2,53.67,2,1102.0
5621,Super built-up  Area,Soon to be Vacated,Kadugodi,3,112.0,3,1762.0
5623,Built-up  Area,Ready To Move,KR Puram,6,85.0,6,2000.0
5626,Super built-up  Area,Ready To Move,Kothanur,2,69.0,2,1455.0
5627,Super built-up  Area,Soon to be Vacated,Hebbal,2,110.0,2,1138.0
5628,Built-up  Area,Ready To Move,Sarjapur  Road,3,169.0,3,2556.0
5631,Super built-up  Area,Ready To Move,Thanisandra,4,185.0,3,2195.8356
5633,Super built-up  Area,Soon to be Vacated,Whitefield,3,138.0,3,1870.0
5634,Super built-up  Area,Soon to be Vacated,Panathur,2,86.0,2,1199.0
5636,Super built-up  Area,Ready To Move,Doddakallasandra,2,54.4,3,1360.0
5638,Super built-up  Area,Ready To Move,Other,3,120.0,3,2000.0
5640,Super built-up  Area,Ready To Move,Kundalahalli,2,83.0,2,1047.0
5642,Plot  Area,Soon to be Vacated,Ramamurthy Nagar,2,76.0,2,1200.0
5643,Super built-up  Area,Soon to be Vacated,Kengeri Satellite Town,2,44.285,2,1302.5
5645,Super built-up  Area,Ready To Move,Jakkur,3,100.0,3,1645.0
5646,Built-up  Area,Ready To Move,Sultan Palaya,2,65.0,2,870.0
5647,Super built-up  Area,Ready To Move,Marathahalli,2,49.95,2,1026.0
5648,Built-up  Area,Soon to be Vacated,Other,3,145.0,3,2000.0
5649,Super built-up  Area,Ready To Move,Cooke Town,2,200.0,2,1710.0
5650,Super built-up  Area,Soon to be Vacated,Hosur Road,3,130.0,3,1766.0
5651,Super built-up  Area,Ready To Move,Other,1,15.0,1,500.0
5652,Built-up  Area,Soon to be Vacated,JP Nagar,1,15.0,2,1100.0
5654,Super built-up  Area,Ready To Move,Rachenahalli,1,46.0,1,680.0
5655,Super built-up  Area,Ready To Move,Sarjapur  Road,2,90.0,2,1278.0
5656,Super built-up  Area,Ready To Move,Kodichikkanahalli,2,66.0,2,1025.0
5659,Built-up  Area,Ready To Move,6th Phase JP Nagar,1,75.0,1,600.0
5661,Super built-up  Area,Ready To Move,Anjanapura,2,25.0,2,710.0
5663,Super built-up  Area,Soon to be Vacated,Sarjapur,1,19.0,1,625.0
5664,Super built-up  Area,Ready To Move,Kaggadasapura,3,66.0,3,1340.0
5665,Super built-up  Area,Ready To Move,Ananth Nagar,2,35.0,2,937.0
5667,Super built-up  Area,Ready To Move,JP Nagar,1,52.5,1,750.0
5669,Built-up  Area,Ready To Move,Shampura,3,78.0,3,1475.0
5672,Plot  Area,Ready To Move,Mysore Road,2,65.0,2,900.0
5673,Super built-up  Area,Ready To Move,Electronic City Phase II,2,37.0,2,1116.0
5674,Built-up  Area,Ready To Move,Hoodi,2,75.0,2,948.0
5675,Super built-up  Area,Ready To Move,R.T. Nagar,2,55.0,2,970.0
5677,Super built-up  Area,Ready To Move,Thanisandra,2,65.0,3,1200.0
5678,Super built-up  Area,Ready To Move,Bhoganhalli,3,127.0,3,1760.0
5679,Plot  Area,Ready To Move,Whitefield,5,525.0,4,4400.0
5680,Super built-up  Area,Ready To Move,Sahakara Nagar,3,179.0,3,1914.0
5682,Super built-up  Area,Ready To Move,Budigere,3,93.0,3,1820.0
5683,Built-up  Area,Ready To Move,Kalena Agrahara,3,78.0,3,1565.0
5684,Super built-up  Area,Ready To Move,Begur Road,2,42.69,2,1334.0
5685,Super built-up  Area,Soon to be Vacated,Sarakki Nagar,2,76.23,2,924.0
5686,Super built-up  Area,Ready To Move,Jigani,2,49.0,2,914.0
5687,Built-up  Area,Ready To Move,Kengeri,1,17.0,1,500.0
5688,Super built-up  Area,Soon to be Vacated,Yelahanka,3,125.0,3,2145.0
5690,Built-up  Area,Soon to be Vacated,Electronic City,3,100.0,3,1650.0
5693,Built-up  Area,Ready To Move,Basaveshwara Nagar,2,58.0,2,1180.0
5694,Super built-up  Area,Ready To Move,Ulsoor,2,120.0,2,1255.0
5696,Super built-up  Area,Ready To Move,Bommasandra,2,35.0,2,1014.0
5698,Super built-up  Area,Ready To Move,Attibele,1,25.0,2,695.0
5699,Plot  Area,Ready To Move,Prithvi Layout,4,220.0,3,2273.0
5700,Super built-up  Area,Soon to be Vacated,GM Palaya,2,48.95,2,1140.0
5701,Built-up  Area,Ready To Move,Giri Nagar,4,375.0,6,3000.0
5703,Super built-up  Area,Soon to be Vacated,Begur Road,4,152.0,4,2400.0
5704,Super built-up  Area,Ready To Move,Attibele,1,25.0,2,850.0
5705,Super built-up  Area,Ready To Move,Banashankari,2,60.0,2,1200.0
5709,Carpet  Area,Soon to be Vacated,Bhoganhalli,4,131.0,4,1554.3
5710,Super built-up  Area,Ready To Move,Haralur Road,2,46.0,2,1243.0
5712,Super built-up  Area,Ready To Move,Mallasandra,2,40.0,2,905.0
5713,Built-up  Area,Ready To Move,Kothanur,1,30.0,1,627.0
5714,Built-up  Area,Soon to be Vacated,Domlur,3,285.0,3,2180.0
5715,Super built-up  Area,Ready To Move,Frazer Town,3,260.0,3,2400.0
5718,Built-up  Area,Ready To Move,Kodihalli,3,130.0,3,1620.0
5719,Super built-up  Area,Ready To Move,Whitefield,3,125.0,3,1862.0
5720,Super built-up  Area,Soon to be Vacated,Kaikondrahalli,1,19.9,2,674.0
5721,Super built-up  Area,Ready To Move,Marathahalli,2,59.0,2,1220.0
5722,Super built-up  Area,Ready To Move,Haralur Road,2,44.0,2,1027.0
5725,Super built-up  Area,Ready To Move,Panathur,2,65.0,2,1235.0
5727,Super built-up  Area,Ready To Move,Kanakpura Road,3,95.0,3,1498.0
5728,Super built-up  Area,Ready To Move,Sarjapur  Road,3,240.0,3,2180.0
5730,Plot  Area,Ready To Move,Other,2,70.0,2,922.0
5731,Built-up  Area,Ready To Move,Other,2,72.0,2,850.0
5733,Super built-up  Area,Ready To Move,AECS Layout,2,64.0,2,1123.0
5734,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,75.0,2,1235.0
5735,Super built-up  Area,Ready To Move,Kogilu,2,55.55,2,1250.0
5736,Plot  Area,Ready To Move,Whitefield,5,360.0,4,2403.0
5738,Super built-up  Area,Ready To Move,Sarjapur  Road,2,99.0,2,1305.0
5742,Super built-up  Area,Ready To Move,Old Madras Road,3,125.0,4,2010.0
5744,Built-up  Area,Ready To Move,Varthur Road,2,59.0,2,1277.0
5745,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,61.33,2,1236.0
5746,Super built-up  Area,Ready To Move,Akshaya Nagar,2,67.0,2,1265.0
5747,Super built-up  Area,Soon to be Vacated,Kanakpura Road,1,27.0,1,525.0
5748,Built-up  Area,Ready To Move,Gubbalala,4,141.0,5,2570.0
5749,Plot  Area,Ready To Move,Hennur Road,5,390.0,4,2400.0
5751,Super built-up  Area,Ready To Move,Ardendale,2,70.0,2,1224.0
5752,Super built-up  Area,Ready To Move,Bellandur,2,59.0,2,1205.0
5753,Super built-up  Area,Ready To Move,Other,2,100.0,2,1233.0
5754,Super built-up  Area,Ready To Move,5th Block Hbr Layout,2,69.0,2,1312.0
5755,Super built-up  Area,Ready To Move,Electronic City,3,90.0,3,1449.0
5756,Super built-up  Area,Ready To Move,Yelenahalli,2,54.0,2,1090.0
5757,Plot  Area,Ready To Move,Kaggadasapura,5,150.0,5,2100.0
5758,Super built-up  Area,Ready To Move,Uttarahalli,2,62.55,3,1390.0
5759,Super built-up  Area,Ready To Move,JP Nagar,2,78.0,2,1200.0
5761,Super built-up  Area,Ready To Move,BTM 2nd Stage,2,58.0,2,1000.0
5762,Plot  Area,Soon to be Vacated,Devanahalli,5,190.0,4,2400.0
5763,Super built-up  Area,Soon to be Vacated,Thanisandra,3,85.73,3,1732.0
5764,Super built-up  Area,Ready To Move,Banashankari,2,80.0,2,1290.0
5766,Super built-up  Area,Ready To Move,Thanisandra,4,100.0,3,1917.0
5769,Super built-up  Area,Soon to be Vacated,Old Airport Road,4,208.0,4,2774.0
5771,Super built-up  Area,Ready To Move,Devarachikkanahalli,2,65.0,3,1425.0
5772,Super built-up  Area,Soon to be Vacated,Whitefield,3,113.0,3,1655.0
5776,Super built-up  Area,Ready To Move,Akshaya Nagar,2,55.0,2,1126.0
5778,Super built-up  Area,Ready To Move,Hebbal,2,55.55,2,1250.0
5779,Plot  Area,Ready To Move,Yelahanka,4,180.0,4,1800.0
5782,Super built-up  Area,Ready To Move,Whitefield,1,29.44,1,530.0
5783,Built-up  Area,Soon to be Vacated,Sarjapur,4,139.5,4,2585.5
5784,Super built-up  Area,Ready To Move,Kambipura,2,37.0,2,883.0
5786,Super built-up  Area,Ready To Move,Ramagondanahalli,2,95.0,2,1295.0
5787,Super built-up  Area,Ready To Move,Sompura,3,59.0,3,1275.0
5789,Super built-up  Area,Ready To Move,Devanahalli,1,95.0,1,1200.0
5790,Super built-up  Area,Ready To Move,Bellandur,2,58.0,2,1063.0
5791,Super built-up  Area,Ready To Move,Balagere,1,43.0,1,656.0
5793,Super built-up  Area,Soon to be Vacated,Marathahalli,2,48.06,2,881.0
5795,Built-up  Area,Ready To Move,Bisuvanahalli,1,32.0,2,700.0
5796,Plot  Area,Ready To Move,Other,3,110.0,3,1936.0
5797,Super built-up  Area,Soon to be Vacated,Hosa Road,3,101.0,3,1680.0
5798,Super built-up  Area,Ready To Move,Rayasandra,2,57.0,2,1253.0
5799,Super built-up  Area,Ready To Move,Rajaji Nagar,3,230.0,3,1640.0
5802,Super built-up  Area,Soon to be Vacated,Iblur Village,4,145.0,3,2100.0
